EmployerName,EmployeeID,ContributionAmount,ContributionDate,PlanID
Employer_50,3518,1952.84,2023-11-23,P0053
Employer_18,2709,549.95,2024-07-06,P0009
Employer_46,1215,1292.94,2024-08-01,P0005
Employer_24,2116,1614.64,2023-06-03,P0040
Employer_8,1259,1884.55,2023-12-01,P0056
Employer_30,1933,1247.62,2024-05-29,P0005
Employer_44,1574,592.2,2024-12-15,P0056
Employer_10,2564,1689.61,2023-08-15,P0047
Employer_23,2810,410.12,2023-06-06,P0008
Employer_49,1284,142.34,2023-02-21,P0005
Employer_11,3531,1825.48,2024-11-20,P0005
Employer_2,2954,1193.24,2025-01-19,P0052
Employer_26,3419,232.32,2024-02-07,P0017
Employer_36,1069,1201.49,2024-04-01,P0009
Employer_33,1378,375.53,2025-02-09,P0034
Employer_47,2302,159.63,2024-09-01,P0033
Employer_13,3349,321.4,2024-08-12,P0022
Employer_40,1254,1572.7,2024-05-31,P0021
Employer_25,2707,1535.76,2023-04-03,P0043
Employer_4,3991,1248.2,2023-08-16,P0015
Employer_42,1691,497.72,2024-03-18,P0001
Employer_19,2287,1504.04,2023-10-24,P0007
Employer_18,1833,875.29,2025-03-16,P0023
Employer_37,3764,1070.43,2024-02-08,P0051
Employer_30,3471,1805.52,2023-06-01,P0056
Employer_19,3260,969.93,2023-05-16,P0047
Employer_23,3035,1290.1,2023-12-11,P0006
Employer_16,2967,1927.33,2023-03-26,P0020
Employer_1,1099,957.64,2024-05-02,P0058
Employer_12,2852,1165.38,2024-08-08,P0026
Employer_24,3355,1210.39,2025-02-02,P0042
Employer_34,3725,557.35,2023-02-20,P0012
Employer_8,3522,1500.15,2024-07-15,P0013
Employer_18,2571,1480.61,2024-02-13,P0047
Employer_48,1111,505.76,2023-09-26,P0051
Employer_5,1182,125.34,2023-03-29,P0049
Employer_26,3644,1997.99,2024-02-13,P0013
Employer_30,1164,1205.02,2024-05-28,P0002
Employer_13,3862,443.96,2024-03-20,P0032
Employer_19,3137,638.77,2025-03-03,P0050
Employer_29,3023,1273.8,2024-12-15,P0031
Employer_3,1454,361.47,2023-05-14,P0011
Employer_26,3285,170.83,2025-02-19,P0037
Employer_40,3022,1617.11,2023-05-19,P0004
Employer_12,3581,1460.11,2024-05-07,P0034
Employer_2,1726,688.24,2024-07-26,P0059
Employer_11,3105,211.13,2023-07-22,P0016
Employer_44,1541,1023.91,2024-05-14,P0031
Employer_28,2937,624.75,2024-02-09,P0025
Employer_18,2021,855.78,2024-10-29,P0039
Employer_13,3665,620.54,2024-08-08,P0008
Employer_37,3449,433.01,2023-07-20,P0008
Employer_22,1841,835.28,2024-07-28,P0034
Employer_12,2702,1933.3,2024-09-22,P0015
Employer_2,2689,605.83,2025-01-23,P0005
Employer_37,3886,738.34,2024-06-20,P0019
Employer_7,1518,725.56,2023-09-10,P0010
Employer_26,1196,1012.55,2023-09-06,P0009
Employer_26,3093,1702.66,2023-03-15,P0057
Employer_24,3577,864.03,2023-09-30,P0054
Employer_12,2420,1631.68,2025-03-06,P0029
Employer_16,2688,318.52,2024-03-16,P0052
Employer_23,1999,1800.32,2023-11-28,P0040
Employer_40,3823,452.08,2024-12-02,P0037
Employer_9,3121,174.48,2024-08-12,P0019
Employer_32,2637,400.87,2023-04-02,P0013
Employer_15,3382,462.42,2023-04-26,P0059
Employer_37,2870,1066.16,2024-11-18,P0046
Employer_13,1632,954.88,2024-02-28,P0040
Employer_5,3735,1460.16,2024-03-09,P0016
Employer_11,1574,196.81,2024-01-10,P0030
Employer_10,3343,1045.64,2023-12-23,P0060
Employer_13,2107,731.7,2023-07-15,P0054
Employer_41,2038,1298.34,2023-11-25,P0005
Employer_46,2890,183.03,2023-12-19,P0033
Employer_50,1477,166.38,2024-08-31,P0019
Employer_15,3680,911.78,2024-11-02,P0055
Employer_42,3366,1641.55,2023-01-25,P0019
Employer_7,3526,1375.08,2025-02-27,P0017
Employer_40,3415,131.74,2023-11-09,P0024
Employer_28,1366,439.1,2023-06-23,P0055
Employer_32,2836,530.79,2023-12-25,P0053
Employer_35,3425,903.81,2024-09-23,P0028
Employer_15,2715,1214.76,2025-04-21,P0042
Employer_48,3510,511.27,2025-04-02,P0037
Employer_36,2617,826.78,2024-03-28,P0022
Employer_21,1012,1209.49,2024-09-30,P0039
Employer_6,1535,828.53,2023-05-30,P0016
Employer_1,3317,372.02,2024-03-27,P0035
Employer_4,1375,1034.16,2023-02-15,P0027
Employer_11,2724,715.59,2025-04-17,P0012
Employer_44,1256,1741.96,2023-08-28,P0046
Employer_26,3264,1573.69,2023-07-24,P0028
Employer_37,1449,461.52,2024-12-02,P0052
Employer_23,1893,390.01,2024-01-18,P0001
Employer_29,2184,760.59,2023-06-09,P0039
Employer_21,3079,883.13,2025-02-14,P0058
Employer_48,2847,1870.83,2025-01-15,P0018
Employer_45,2283,673.08,2023-03-29,P0023
Employer_45,2308,1748.41,2023-04-26,P0022
Employer_49,1609,1060.09,2025-01-27,P0004
Employer_27,1916,1782.69,2023-02-25,P0048
Employer_39,3589,1433.71,2023-09-06,P0011
Employer_40,2625,1445.94,2024-09-27,P0018
Employer_13,1147,1085.72,2023-06-01,P0055
Employer_23,1655,1696.58,2025-04-19,P0048
Employer_16,3114,583.41,2023-10-22,P0007
Employer_30,3617,1823.97,2023-01-15,P0021
Employer_4,2816,1309.87,2023-12-18,P0057
Employer_40,2302,933.55,2024-12-11,P0035
Employer_16,3795,1966.16,2025-04-03,P0057
Employer_31,1442,1737.83,2023-04-24,P0037
Employer_42,3944,1566.84,2023-11-09,P0050
Employer_25,1398,620.41,2024-04-05,P0057
Employer_44,2151,1950.11,2024-04-27,P0030
Employer_12,3529,1511.68,2023-01-24,P0017
Employer_26,3995,1249.91,2023-12-06,P0033
Employer_37,3233,1851.42,2023-08-03,P0016
Employer_48,3216,408.15,2025-01-27,P0015
Employer_33,2707,364.13,2024-07-04,P0013
Employer_28,2987,1171.06,2023-08-05,P0039
Employer_9,2670,207.76,2023-07-28,P0003
Employer_12,2581,1361.58,2024-07-13,P0024
Employer_5,1506,557.41,2024-06-19,P0023
Employer_28,3568,326.15,2025-02-07,P0059
Employer_35,1160,878.04,2023-09-22,P0045
Employer_5,1339,985.3,2024-07-15,P0048
Employer_34,2825,423.92,2024-05-09,P0055
Employer_46,2498,178.92,2024-09-29,P0001
Employer_34,2623,886.71,2025-01-17,P0032
Employer_13,2486,1543.1,2023-05-25,P0033
Employer_39,2506,1760.98,2024-12-12,P0060
Employer_42,3751,285.34,2024-12-16,P0048
Employer_45,2176,1096.88,2024-11-15,P0030
Employer_48,1822,600.47,2023-01-19,P0002
Employer_14,1784,811.8,2024-01-21,P0018
Employer_11,1130,1873.54,2024-08-19,P0059
Employer_42,2475,768.94,2024-11-10,P0053
Employer_38,3563,794.16,2024-06-23,P0057
Employer_4,2499,497.85,2023-02-14,P0055
Employer_33,3583,1924.03,2023-09-19,P0030
Employer_7,3788,967.33,2023-06-24,P0018
Employer_41,1780,1183.75,2023-03-03,P0005
Employer_8,2707,961.02,2023-10-18,P0005
Employer_37,2769,580.55,2023-07-25,P0008
Employer_10,2318,1639.78,2025-03-19,P0009
Employer_43,2938,154.1,2024-12-14,P0032
Employer_15,2458,1411.46,2024-09-24,P0056
Employer_38,3635,1229.12,2023-10-05,P0014
Employer_15,3773,374.13,2023-02-24,P0013
Employer_5,3990,415.22,2024-04-21,P0018
Employer_29,1375,1352.53,2024-11-01,P0004
Employer_19,3251,693.06,2023-01-09,P0050
Employer_10,1660,604.9,2023-03-10,P0022
Employer_12,3122,212.4,2024-02-02,P0020
Employer_4,2403,1556.32,2024-11-07,P0015
Employer_31,1740,1777.08,2023-10-05,P0007
Employer_18,1303,1657.7,2024-11-09,P0013
Employer_16,2085,985.46,2024-11-06,P0034
Employer_40,3617,1114.52,2024-01-04,P0041
Employer_36,1785,560.32,2023-04-21,P0030
Employer_25,2210,428.42,2023-01-20,P0005
Employer_23,1228,1663.7,2023-10-27,P0001
Employer_12,2854,1616.85,2024-10-26,P0060
Employer_34,1267,1576.98,2024-01-31,P0031
Employer_36,3774,980.38,2023-08-25,P0059
Employer_37,3849,1742.56,2024-01-25,P0051
Employer_3,1253,1859.84,2024-06-04,P0020
Employer_9,1869,723.85,2024-12-27,P0019
Employer_18,3134,526.92,2023-04-12,P0054
Employer_43,2204,982.1,2023-11-20,P0029
Employer_35,2048,440.72,2024-05-11,P0045
Employer_34,3269,1779.61,2024-09-03,P0038
Employer_41,1989,742.18,2024-06-28,P0010
Employer_14,1396,1194.73,2023-04-01,P0029
Employer_4,1937,1229.97,2023-07-10,P0031
Employer_29,3558,1078.48,2023-07-23,P0011
Employer_41,3608,397.4,2024-05-27,P0023
Employer_45,3893,1982.9,2024-04-13,P0030
Employer_50,1439,427.95,2024-07-28,P0025
Employer_15,2927,1527.86,2024-12-30,P0016
Employer_28,3358,1603.59,2023-01-23,P0058
Employer_42,3007,375.81,2023-02-10,P0057
Employer_16,1034,1873.01,2023-09-11,P0023
Employer_12,3264,1026.74,2024-06-26,P0059
Employer_5,1720,1294.88,2023-11-09,P0033
Employer_34,1518,1320.15,2023-12-08,P0051
Employer_42,1268,1059.41,2024-05-16,P0037
Employer_1,1637,369.84,2024-02-07,P0058
Employer_39,3522,1528.33,2025-02-01,P0028
Employer_32,2348,1205.39,2023-06-10,P0027
Employer_26,2379,325.49,2023-01-19,P0006
Employer_17,1089,1430.61,2023-12-22,P0038
Employer_48,2065,1435.25,2024-12-01,P0037
Employer_27,2388,1142.12,2023-12-27,P0006
Employer_24,2694,272.04,2023-12-30,P0025
Employer_35,2389,770.02,2024-10-02,P0013
Employer_46,3335,196.76,2023-11-06,P0033
Employer_42,1480,1007.43,2023-08-30,P0033
Employer_39,3684,1822.25,2024-05-28,P0025
Employer_26,1500,104.28,2023-10-10,P0014
Employer_49,2661,606.61,2025-04-11,P0040
Employer_38,3099,1619.73,2023-03-05,P0041
Employer_23,1102,118.74,2024-10-02,P0055
Employer_22,2447,119.33,2023-09-21,P0042
Employer_4,3746,1260.56,2024-02-01,P0038
Employer_49,2963,1599.48,2025-04-14,P0009
Employer_9,2639,1575.36,2023-01-31,P0018
Employer_4,3517,1581.2,2024-07-22,P0015
Employer_7,2327,785.91,2023-10-14,P0004
Employer_23,3474,1777.18,2023-08-19,P0034
Employer_2,2679,124.39,2023-06-05,P0038
Employer_49,3157,693.16,2023-12-16,P0017
Employer_24,2588,740.66,2024-02-07,P0007
Employer_40,3562,414.59,2024-11-03,P0032
Employer_31,1067,738.83,2023-05-21,P0055
Employer_47,3436,1213.18,2023-03-31,P0023
Employer_31,2673,1088.53,2025-01-17,P0020
Employer_47,1307,706.91,2024-01-27,P0047
Employer_40,2375,1523.72,2024-06-17,P0056
Employer_48,2822,1458.1,2024-11-25,P0053
Employer_43,2089,633.32,2024-09-19,P0002
Employer_34,1459,714.13,2024-10-02,P0021
Employer_24,3394,646.29,2024-12-03,P0012
Employer_49,3372,344.82,2023-08-21,P0042
Employer_26,1666,1530.29,2024-03-03,P0057
Employer_16,2622,187.93,2023-09-04,P0058
Employer_47,2056,386.1,2024-08-09,P0049
Employer_13,1067,300.08,2023-06-06,P0027
Employer_15,3234,1668.14,2024-03-12,P0050
Employer_27,3239,183.62,2023-11-16,P0048
Employer_4,2236,1362.79,2024-09-11,P0010
Employer_16,2623,184.5,2023-12-04,P0008
Employer_30,3475,1594.24,2024-04-04,P0021
Employer_44,2374,1834.16,2024-07-09,P0060
Employer_30,3263,1025.0,2023-05-15,P0057
Employer_36,1176,1628.63,2023-07-31,P0022
Employer_3,2588,1442.18,2024-10-30,P0013
Employer_22,2353,1611.71,2023-05-22,P0048
Employer_49,3608,1556.87,2024-08-17,P0040
Employer_22,3928,490.2,2024-07-08,P0012
Employer_50,1625,1049.16,2024-12-01,P0017
Employer_50,3654,1924.79,2025-03-30,P0048
Employer_49,1178,752.71,2023-07-27,P0009
Employer_12,1394,1943.93,2023-05-22,P0057
Employer_21,2168,1208.01,2023-11-13,P0051
Employer_4,1875,977.06,2024-12-06,P0049
Employer_31,1961,1349.74,2024-12-23,P0056
Employer_44,1197,1650.09,2024-06-20,P0040
Employer_31,1968,849.0,2023-05-19,P0012
Employer_23,1668,162.61,2024-03-16,P0009
Employer_20,3504,1446.73,2025-02-27,P0030
Employer_15,2276,1916.72,2023-05-29,P0006
Employer_23,2910,1287.47,2024-11-02,P0025
Employer_28,1071,457.99,2024-08-01,P0028
Employer_16,1222,571.66,2023-06-11,P0010
Employer_37,3323,1828.53,2023-11-22,P0041
Employer_21,2269,125.77,2023-03-11,P0028
Employer_15,2364,1142.62,2024-07-24,P0029
Employer_17,3620,401.49,2024-06-29,P0036
Employer_50,1923,637.25,2025-01-06,P0011
Employer_37,1470,683.27,2023-05-02,P0021
Employer_13,3501,516.64,2023-07-08,P0054
Employer_19,3054,1605.47,2023-11-22,P0038
Employer_30,1187,731.2,2023-05-30,P0026
Employer_45,3051,756.42,2025-01-14,P0018
Employer_18,2668,960.71,2023-01-31,P0004
Employer_14,3954,1814.36,2025-02-22,P0044
Employer_36,2148,1407.53,2023-11-23,P0041
Employer_36,1959,217.32,2024-02-28,P0015
Employer_20,3572,174.6,2024-02-26,P0023
Employer_19,1629,1176.14,2023-11-07,P0041
Employer_45,1774,1785.42,2024-03-29,P0006
Employer_44,1359,714.18,2025-02-02,P0043
Employer_7,1517,570.77,2025-04-21,P0007
Employer_44,2343,1521.56,2024-10-14,P0057
Employer_4,2969,1243.97,2025-01-26,P0046
Employer_34,1920,1173.55,2023-10-08,P0060
Employer_2,3899,383.67,2023-06-05,P0048
Employer_5,1934,434.33,2025-03-08,P0015
Employer_10,2986,635.4,2023-07-12,P0052
Employer_32,1900,492.99,2023-04-20,P0009
Employer_42,2728,1945.75,2023-05-15,P0051
Employer_41,3446,135.36,2023-07-09,P0030
Employer_13,2369,1289.51,2023-01-27,P0044
Employer_39,2218,1083.44,2025-02-19,P0043
Employer_5,3215,714.18,2024-09-18,P0028
Employer_10,1376,1786.42,2024-09-23,P0030
Employer_10,2774,1373.31,2023-10-01,P0008
Employer_38,2505,1996.87,2024-09-12,P0035
Employer_27,2267,420.45,2024-08-03,P0051
Employer_21,3654,266.95,2024-09-19,P0035
Employer_8,2010,364.85,2023-08-25,P0057
Employer_1,3636,611.65,2024-09-02,P0026
Employer_28,2194,891.9,2023-08-26,P0030
Employer_49,2230,1738.95,2023-08-25,P0035
Employer_39,2177,638.82,2024-12-04,P0038
Employer_14,3095,1838.96,2023-01-27,P0011
Employer_21,2672,979.52,2024-01-03,P0020
Employer_30,2928,1329.43,2023-03-23,P0046
Employer_21,1172,602.37,2024-12-05,P0031
Employer_49,3553,396.43,2025-03-09,P0034
Employer_9,3445,1751.97,2024-05-03,P0012
Employer_17,1293,308.06,2023-05-18,P0048
Employer_5,1551,1570.64,2024-05-29,P0028
Employer_31,2470,1203.87,2024-09-11,P0003
Employer_40,3897,1736.16,2024-04-25,P0053
Employer_38,2039,1463.85,2024-12-30,P0048
Employer_43,2662,635.16,2024-10-27,P0042
Employer_19,1884,1191.41,2024-01-18,P0052
Employer_36,2372,124.84,2023-07-08,P0005
Employer_50,2226,1002.91,2024-02-01,P0013
Employer_33,1133,263.43,2024-05-18,P0012
Employer_13,1770,915.0,2024-04-30,P0059
Employer_14,3555,308.26,2023-05-21,P0001
Employer_33,2089,1915.41,2023-06-17,P0052
Employer_29,1479,1093.83,2023-07-17,P0043
Employer_43,1862,1835.11,2023-08-20,P0058
Employer_49,1458,142.5,2023-02-03,P0019
Employer_36,1625,1311.54,2024-02-23,P0029
Employer_44,1158,683.21,2025-02-21,P0047
Employer_10,3208,920.48,2023-01-16,P0050
Employer_31,2277,1758.87,2023-10-04,P0048
Employer_6,3007,1962.04,2024-02-27,P0039
Employer_1,2920,568.33,2023-08-16,P0042
Employer_7,1939,1901.68,2025-01-30,P0025
Employer_27,2572,1408.58,2024-11-18,P0016
Employer_21,3202,1907.69,2023-07-27,P0017
Employer_28,3533,1168.5,2025-02-14,P0028
Employer_16,1431,1925.44,2023-07-29,P0039
Employer_46,2050,1795.67,2023-03-09,P0043
Employer_23,2003,344.32,2023-07-01,P0060
Employer_20,3114,690.5,2024-03-25,P0049
Employer_38,3589,561.82,2024-09-23,P0005
Employer_25,3143,1186.99,2024-05-16,P0001
Employer_28,1214,1625.32,2024-12-05,P0003
Employer_5,3241,1542.88,2023-11-29,P0048
Employer_21,2670,1480.82,2024-04-13,P0024
Employer_18,2313,813.0,2023-09-10,P0029
Employer_47,1884,365.31,2024-03-13,P0015
Employer_6,3086,500.11,2024-02-19,P0004
Employer_29,2887,1509.19,2025-03-05,P0044
Employer_19,1938,380.32,2023-02-12,P0001
Employer_33,1938,523.6,2024-09-14,P0049
Employer_1,1205,906.65,2025-01-22,P0056
Employer_45,1941,237.01,2025-04-24,P0015
Employer_3,1554,504.11,2024-01-25,P0024
Employer_42,3531,384.56,2025-01-07,P0052
Employer_21,2519,1907.51,2023-11-17,P0031
Employer_35,1770,463.9,2024-02-08,P0020
Employer_41,1248,1737.36,2024-09-18,P0010
Employer_40,2097,318.12,2025-01-30,P0011
Employer_3,1372,1752.38,2024-08-08,P0018
Employer_25,2854,1238.92,2024-08-31,P0034
Employer_45,3926,1714.44,2024-07-03,P0028
Employer_38,1834,1747.96,2024-06-21,P0038
Employer_45,3918,1233.11,2024-10-18,P0016
Employer_20,1701,1843.62,2024-12-22,P0024
Employer_44,3185,1212.35,2025-03-16,P0039
Employer_45,3995,1453.87,2023-02-09,P0055
Employer_34,3504,890.55,2024-06-17,P0051
Employer_21,3861,1836.73,2023-04-22,P0012
Employer_48,3870,1665.91,2024-04-07,P0050
Employer_23,1941,416.75,2024-04-12,P0042
Employer_6,3491,1195.14,2025-04-26,P0007
Employer_13,3400,1803.97,2023-02-13,P0036
Employer_49,1995,1606.82,2023-09-09,P0017
Employer_23,1793,1928.85,2024-06-15,P0049
Employer_9,3458,539.47,2024-07-04,P0004
Employer_17,1677,798.17,2024-02-10,P0053
Employer_2,2813,1063.66,2025-01-22,P0037
Employer_19,2561,542.07,2023-02-10,P0033
Employer_19,1452,848.69,2024-07-25,P0019
Employer_7,3466,1121.32,2024-02-01,P0054
Employer_42,3497,463.54,2024-06-12,P0026
Employer_42,2138,587.71,2025-02-22,P0055
Employer_20,1050,337.2,2024-10-07,P0011
Employer_9,2392,1455.42,2023-02-20,P0031
Employer_17,2538,786.95,2023-07-14,P0001
Employer_27,1209,518.51,2023-10-26,P0040
Employer_47,1887,1063.92,2024-03-26,P0036
Employer_2,2926,229.67,2024-02-12,P0029
Employer_36,1849,1854.47,2023-11-08,P0025
Employer_19,2877,659.49,2025-03-03,P0059
Employer_17,1626,1784.28,2025-04-27,P0059
Employer_5,3726,1045.48,2023-10-20,P0054
Employer_39,2458,1715.29,2024-04-17,P0047
Employer_18,3824,569.42,2023-06-20,P0049
Employer_7,2250,433.01,2024-03-08,P0018
Employer_17,1662,1713.88,2023-10-29,P0003
Employer_39,1267,504.56,2024-09-19,P0018
Employer_36,3163,1517.77,2023-02-25,P0058
Employer_40,2623,754.71,2024-12-07,P0007
Employer_45,2853,1521.57,2024-06-13,P0028
Employer_4,1753,1824.53,2023-05-26,P0017
Employer_38,2352,1965.11,2024-04-19,P0025
Employer_25,2868,783.64,2025-04-29,P0018
Employer_5,2063,798.3,2024-10-23,P0052
Employer_30,1181,1964.64,2024-04-07,P0040
Employer_12,2513,1736.9,2023-04-03,P0043
Employer_4,1902,185.67,2025-01-09,P0003
Employer_24,2142,1189.55,2024-05-27,P0025
Employer_29,3993,444.37,2023-04-26,P0007
Employer_9,3305,1988.62,2023-07-04,P0047
Employer_4,2506,363.95,2025-03-08,P0010
Employer_24,3556,1162.76,2024-08-22,P0044
Employer_14,3139,1363.88,2024-12-13,P0044
Employer_5,3002,1880.42,2024-07-13,P0051
Employer_18,2184,1709.79,2023-05-19,P0019
Employer_42,1148,566.93,2024-02-07,P0015
Employer_19,3164,1187.99,2024-02-28,P0021
Employer_12,3505,1911.79,2023-11-28,P0021
Employer_18,3612,1497.86,2024-04-06,P0058
Employer_17,3861,1407.84,2023-01-26,P0037
Employer_30,3092,1534.31,2023-07-03,P0028
Employer_24,2800,712.76,2024-04-09,P0045
Employer_11,3021,1485.58,2024-08-27,P0032
Employer_35,3821,542.42,2024-12-30,P0057
Employer_23,2842,913.4,2023-07-26,P0041
Employer_17,3036,1790.86,2024-04-10,P0054
Employer_1,3281,136.05,2023-04-03,P0027
Employer_15,2398,887.21,2023-09-14,P0059
Employer_32,2570,606.96,2023-11-28,P0023
Employer_9,2873,477.32,2024-12-09,P0010
Employer_15,2972,1693.29,2024-10-26,P0040
Employer_28,3244,1423.35,2024-12-29,P0041
Employer_24,3072,314.0,2025-03-26,P0006
Employer_35,3442,1039.48,2023-06-17,P0024
Employer_22,1713,987.12,2025-01-05,P0018
Employer_27,2808,370.8,2025-01-20,P0010
Employer_19,1222,1619.55,2023-05-07,P0056
Employer_45,1863,796.68,2023-04-04,P0015
Employer_12,1529,1547.68,2023-04-27,P0045
Employer_20,2211,464.92,2024-12-24,P0043
Employer_1,2425,698.64,2024-04-05,P0034
Employer_21,3304,280.82,2024-10-11,P0008
Employer_49,1653,372.61,2024-01-07,P0050
Employer_45,2159,1778.05,2023-03-29,P0035
Employer_1,2842,307.31,2024-06-20,P0055
Employer_10,3638,281.89,2024-12-25,P0027
Employer_47,1443,1886.72,2024-01-29,P0025
Employer_32,3465,1327.22,2025-01-14,P0003
Employer_39,1573,291.74,2025-03-21,P0021
Employer_22,3176,1946.26,2024-06-07,P0057
Employer_18,2010,379.49,2024-09-18,P0039
Employer_48,1340,1556.06,2023-06-13,P0032
Employer_46,3857,166.22,2024-01-23,P0050
Employer_32,2280,1286.63,2024-07-17,P0053
Employer_27,1099,1138.74,2024-01-25,P0021
Employer_28,3086,495.21,2023-02-14,P0009
Employer_18,3310,1321.98,2025-02-25,P0050
Employer_39,1149,1272.4,2023-06-24,P0001
Employer_49,2656,1616.87,2023-12-10,P0004
Employer_29,3737,1764.16,2024-08-02,P0004
Employer_18,3860,1069.2,2024-11-06,P0049
Employer_44,2353,1031.56,2023-06-03,P0026
Employer_8,2143,1281.03,2023-06-16,P0055
Employer_31,2607,1485.49,2023-05-29,P0034
Employer_34,3266,776.73,2023-07-03,P0027
Employer_7,3953,1058.82,2025-02-26,P0015
Employer_36,2837,1211.7,2024-12-30,P0045
Employer_18,1243,1977.92,2023-02-22,P0032
Employer_38,3933,1216.65,2024-03-05,P0041
Employer_9,1586,525.95,2023-11-12,P0007
Employer_9,3565,1217.18,2023-11-13,P0044
Employer_46,3237,1657.05,2025-01-17,P0044
Employer_8,3962,1729.07,2025-02-26,P0014
Employer_35,3662,1620.48,2024-04-01,P0023
Employer_18,1855,1787.6,2023-10-23,P0047
Employer_5,3513,736.06,2024-10-03,P0001
Employer_14,3146,1064.38,2023-07-05,P0032
Employer_28,3035,1581.22,2023-05-01,P0041
Employer_30,1829,602.45,2023-05-15,P0026
Employer_4,2386,806.0,2023-07-27,P0048
Employer_39,2716,1679.2,2023-01-04,P0009
Employer_20,2687,1563.16,2024-09-29,P0016
Employer_25,1055,1945.28,2025-02-22,P0031
Employer_28,2725,1992.35,2023-09-17,P0002
Employer_12,2953,557.41,2023-01-13,P0032
Employer_2,2045,1810.85,2024-04-14,P0010
Employer_43,3627,279.58,2024-05-24,P0025
Employer_14,1184,1448.62,2024-05-25,P0018
Employer_22,1521,518.19,2024-07-10,P0045
Employer_31,2601,670.59,2025-04-06,P0034
Employer_23,3311,1898.01,2023-01-06,P0029
Employer_48,2248,599.99,2024-09-14,P0045
Employer_20,2658,1379.04,2024-05-20,P0024
Employer_38,2061,438.44,2023-09-01,P0003
Employer_4,2002,277.44,2023-08-11,P0015
Employer_15,3170,744.7,2024-08-25,P0003
Employer_24,3348,1285.97,2024-11-06,P0055
Employer_25,3880,571.1,2024-05-02,P0031
Employer_1,3017,670.32,2024-04-09,P0010
Employer_7,2928,1446.59,2024-02-24,P0038
Employer_31,3692,295.31,2024-03-28,P0055
Employer_12,3921,949.12,2023-03-23,P0022
Employer_42,1393,1889.3,2024-09-07,P0014
Employer_5,2617,854.25,2024-09-06,P0009
Employer_44,1660,924.98,2023-01-07,P0018
Employer_50,2428,1502.59,2023-09-08,P0008
Employer_42,2154,1580.12,2024-07-14,P0059
Employer_38,1068,1562.25,2023-10-12,P0038
Employer_12,3809,1995.95,2024-09-26,P0015
Employer_39,1319,235.76,2024-10-05,P0046
Employer_18,3224,1966.28,2024-07-24,P0015
Employer_2,1583,1905.36,2025-04-19,P0052
Employer_10,2864,1719.06,2025-04-25,P0006
Employer_15,2183,962.84,2023-08-01,P0054
Employer_30,1581,1754.71,2023-02-20,P0012
Employer_44,2767,519.58,2023-07-09,P0042
Employer_17,2556,1604.15,2023-06-01,P0019
Employer_4,2798,451.95,2023-02-26,P0040
Employer_7,1110,1649.19,2024-10-30,P0005
Employer_41,1998,1267.61,2023-12-24,P0027
Employer_31,1757,286.26,2023-02-07,P0010
Employer_39,1282,1801.11,2023-05-29,P0043
Employer_34,2742,1198.12,2023-02-03,P0052
Employer_6,3241,1346.87,2024-11-14,P0046
Employer_50,2070,638.67,2024-08-14,P0014
Employer_38,3389,1756.11,2024-09-09,P0034
Employer_45,3569,1135.88,2023-11-02,P0058
Employer_34,2393,900.13,2023-12-06,P0049
Employer_44,1800,1115.14,2023-03-31,P0015
Employer_15,3950,1436.29,2023-02-20,P0029
Employer_14,1130,1420.59,2023-04-22,P0055
Employer_6,2293,779.4,2024-03-02,P0026
Employer_50,2963,831.99,2023-07-02,P0027
Employer_37,3861,1168.25,2023-06-15,P0003
Employer_50,1060,1856.37,2024-11-19,P0003
Employer_32,3211,1516.32,2023-10-19,P0035
Employer_3,2548,841.79,2024-09-17,P0058
Employer_3,1271,740.36,2024-11-07,P0060
Employer_22,2781,1094.91,2024-12-09,P0035
Employer_22,3180,1752.98,2024-12-17,P0050
Employer_10,2267,116.49,2024-09-01,P0006
Employer_3,2457,1449.92,2024-08-09,P0014
Employer_12,1037,659.57,2025-03-17,P0026
Employer_29,2894,495.96,2024-07-29,P0003
Employer_48,2342,123.06,2023-07-01,P0033
Employer_17,3664,1803.52,2024-04-11,P0042
Employer_7,1473,1833.27,2025-02-06,P0013
Employer_13,1058,216.69,2024-08-15,P0029
Employer_2,3636,1091.45,2024-01-04,P0009
Employer_4,2963,389.89,2023-02-06,P0032
Employer_10,3546,1541.51,2023-04-06,P0022
Employer_39,2918,1364.24,2025-02-25,P0022
Employer_24,3614,664.55,2023-11-03,P0058
Employer_17,3614,322.22,2023-11-27,P0057
Employer_6,1903,1679.32,2024-01-13,P0034
Employer_19,1382,1381.08,2024-01-24,P0010
Employer_5,2411,112.96,2025-04-19,P0025
Employer_32,1084,1292.96,2023-03-11,P0012
Employer_10,2533,1639.56,2025-02-15,P0051
Employer_9,3674,1222.46,2024-03-13,P0003
Employer_27,3873,906.96,2024-07-17,P0019
Employer_13,3340,1209.44,2023-03-08,P0033
Employer_19,2090,1277.45,2023-10-27,P0058
Employer_21,3834,1316.07,2024-04-27,P0047
Employer_24,1128,1937.39,2023-05-18,P0055
Employer_38,3076,439.43,2023-05-05,P0026
Employer_4,2568,1283.88,2024-12-12,P0013
Employer_24,1691,457.19,2023-10-09,P0007
Employer_35,2960,498.92,2023-12-04,P0034
Employer_3,1132,1371.59,2024-06-23,P0022
Employer_4,2208,1840.31,2024-02-28,P0020
Employer_37,1645,402.18,2024-06-21,P0043
Employer_40,3736,1928.68,2023-08-03,P0023
Employer_48,3581,706.81,2024-12-13,P0048
Employer_35,2612,843.5,2023-08-03,P0014
